data_path,label_path
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_222.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_222.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_223.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_223.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_224.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_224.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_231.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_231.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_232.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_232.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_233.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_233.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_234.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_234.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_241.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_241.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_242.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_242.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_243.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_243.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_244.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_244.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_311.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_311.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_312.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_312.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_313.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_313.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_314.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_314.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_321.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_321.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_322.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_322.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_323.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_323.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_324.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_324.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_331.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_331.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_332.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_332.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_333.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_333.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_334.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_334.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_341.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_341.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_342.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_342.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_343.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_343.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_344.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_344.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_411.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_411.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_412.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_412.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_413.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_413.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_414.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_414.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_421.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_421.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_422.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_422.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_423.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_423.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_424.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_424.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_431.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_431.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_432.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_432.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_433.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_433.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_434.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_434.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_441.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_441.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_442.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_442.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_443.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_443.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_2_00_444.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_2_00_444.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_111.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_111.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_112.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_112.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_113.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_113.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_114.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_114.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_121.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_121.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_122.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_122.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_123.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_123.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_124.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_124.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_131.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_131.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_132.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_132.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_133.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_133.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_134.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_134.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_141.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_141.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_142.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_142.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_143.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_143.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_144.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_144.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_211.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_211.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_212.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_212.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_213.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_213.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_214.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_214.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_221.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_221.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_222.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_222.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_223.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_223.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_224.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_224.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_231.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_231.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_232.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_232.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_233.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_233.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_234.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_234.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_241.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_241.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_242.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_242.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_243.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_243.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_244.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_244.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_311.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_311.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_312.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_312.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_313.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_313.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_314.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_314.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_321.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_321.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_322.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_322.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_323.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_323.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_324.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_324.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_331.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_331.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_332.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_332.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_333.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_333.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_334.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_334.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_341.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_341.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_342.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_342.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_343.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_343.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_344.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_344.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_411.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_411.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_412.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_412.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_413.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_413.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_414.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_414.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_421.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_421.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_422.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_422.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_423.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_423.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_424.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_424.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_431.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_431.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_432.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_432.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_433.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_433.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_434.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_434.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_441.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_441.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_442.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_442.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_443.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_443.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_3_00_444.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_3_00_444.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_111.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_111.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_112.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_112.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_113.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_113.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_114.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_114.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_121.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_121.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_122.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_122.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_123.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_123.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_124.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_124.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_131.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_131.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_132.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_132.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_133.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_133.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_134.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_134.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_141.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_141.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_142.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_142.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_143.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_143.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_144.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_144.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_211.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_211.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_212.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_212.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_213.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_213.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_214.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_214.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_221.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_221.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_222.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_222.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_223.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_223.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_224.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_224.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_231.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_231.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_232.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_232.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_233.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_233.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_234.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_234.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_241.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_241.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_242.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_242.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_243.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_243.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_244.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_244.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_311.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_311.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_312.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_312.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_313.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_313.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_314.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_314.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_321.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_321.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_322.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_322.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_323.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_323.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_324.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_324.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_331.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_331.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_332.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_332.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_333.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_333.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_334.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_334.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_341.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_341.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_342.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_342.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_343.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_343.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_344.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_344.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_411.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_411.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_412.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_412.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_413.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_413.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_414.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_414.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_421.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_421.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_422.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_422.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_423.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_423.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_424.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_424.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_431.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_431.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_432.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_432.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_433.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_433.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_434.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_434.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_441.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_441.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_442.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_442.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_443.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_443.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_4_00_444.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_4_00_444.mat
D:\PyCharm Project\3D UNET\SubVolumes_reconstruct\v018_5_00_111.mat,D:\PyCharm Project\3D UNET\SubVolumes_exact\v018_5_00_111.mat
